company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,full_text,supportive_coworkers_and_teamwork_score,overall_job_satisfaction_score,healthy_work-life_balance_score,pride_and_sense_of_purpose_score,compassion_fatigue_from_difficult_clients_or_students_score,frustration_with_management_or_leadership_score,burnout_and_exhaustion_score,high_staff_turnover_and_instability_score,dissatisfaction_with_pay_score,invisible_labor_score,positive_experience_score
HealthTrust Workforce Solutions,Healthcare,Nurse,3,3.0,"May 1, 2024",make your own schedule,"Registered nurse, bsn","Current employee, more than 8 years","San Antonio, TX",,,,"flexibility, you choose the days you want to work",first to float or be canceled,"flexibility, you choose the days you want to work first to float or be canceled",0.27120059728622437,0.19421708583831787,0.958679735660553,0.11918533593416214,0.03710739314556122,0.045279037207365036,0.0005365291144698858,0.07254105806350708,0.058370258659124374,0.056869582971557975,0.9663464035838842
HealthTrust Workforce Solutions,Healthcare,Nurse,3,4.0,"Jan 1, 2024",Per Diem RN,"Registered nurse, bsn",Current employee,"Saint Petersburg, FL",,,,Can choose the days you work.,Can be called off at any time.,Can choose the days you work. Can be called off at any time.,0.44189128279685974,0.5434442758560181,0.9732006192207336,0.33765196800231934,0.12167248874902725,0.08364634960889816,0.07997952401638031,0.1301773339509964,0.16121907532215118,0.18992928601801395,1.6147020235657692
HealthTrust Workforce Solutions,Healthcare,Nurse,3,3.0,"Dec 2, 2023",Flexible schedule,"Registered nurse, bsn",Current employee,"Bradenton, FL",,,,Flexibility and control over schedule. Able to pick up and multiple hospitals,Patient to nurse ratios is high,Flexibility and control over schedule. Able to pick up and multiple hospitals Patient to nurse ratios is high,0.13243919610977173,0.36227306723594666,0.7292665839195251,0.039932407438755035,0.015276369638741016,0.02083946391940117,0.0007739539141766727,0.001655390951782465,0.0012627067044377327,0.0041438082116656005,0.8561850618571043
HealthTrust Workforce Solutions,Healthcare,Nurse,3,5.0,"Sep 8, 2023",N/A,"Registered nurse, bsn",Current employee,"Plantation, FL",,,,"Differential, self booking via app",Lower pay compared to other local agencies,"Differential, self booking via app Lower pay compared to other local agencies",0.0003311635518912226,0.02525312639772892,0.08575183898210526,0.04340619221329689,0.020853184163570404,0.349435955286026,0.012838589958846569,0.1136617437005043,0.9938591122627258,0.735253787599504,0.10093206271267263
HealthTrust Workforce Solutions,Healthcare,Nurse,3,2.0,"Apr 15, 2023",Needs help with communication,"Registered nurse, bsn",Current employee,"Houston, TX",,,,Pay is below average for agency nursing and I have not received a raise for 2 years.,Not very good with communication as a whole. But I got lucky with a great recruiter but prior to that you would get a different story depending on who on spoke with.,Pay is below average for agency nursing and I have not received a raise for 2 years. Not very good with communication as a whole. But I got lucky with a great recruiter but prior to that you would get a different story depending on who on spoke with.,0.03575586900115013,0.44884049892425537,0.011282363906502724,0.0855308473110199,0.09529855102300644,0.9085923433303833,0.05061604455113411,0.21260155737400055,0.9987447261810303,1.139293847605586,0.5454467181116343
HealthTrust Workforce Solutions,Healthcare,Nurse,4,5.0,"Apr 12, 2023",Travel nurse,"Registered nurse, bsn","Current employee, more than 3 years","Denver, CO",,,,Never canceled my contract in the 4 years I’ve worked for them,Pay isn’t the highest but that’s really about it,Never canceled my contract in the 4 years I’ve worked for them Pay isn’t the highest but that’s really about it,0.37832289934158325,0.9026737809181213,0.32821542024612427,0.2395017296075821,0.058052536100149155,0.12118510156869888,0.015658827498555183,0.00026503074332140386,0.7744334936141968,0.38738917773298454,1.5301499627530575
HealthTrust Workforce Solutions,Healthcare,Nurse,4,3.0,"Nov 10, 2022",My stay,"Registered nurse, bsn",Former employee,,,,,Good pay. More hospitals. Competitive facilities.,Unstructured operations. Lack of consistency.,Good pay. More hospitals. Competitive facilities. Unstructured operations. Lack of consistency.,0.005977408494800329,0.036666661500930786,0.009731092490255833,0.03352229669690132,0.0013685247395187616,0.12188941240310669,0.0029959934763610363,0.5321474075317383,0.00086440728046,0.31471185229020193,0.07115698663983494
HealthTrust Workforce Solutions,Healthcare,Nurse,4,3.0,"Nov 2, 2022",Happy worker,"Registered nurse, bsn",Former employee,,positive,neutral,positive,Flexibility Helpful and attentive recruiter,Cancellation Poor assignment depending on facility,Flexibility Helpful and attentive recruiter Cancellation Poor assignment depending on facility,0.34336885809898376,0.033789221197366714,0.16834387183189392,0.0026901140809059143,0.0002060544356936589,0.00989820808172226,4.9957958253799006e-05,0.0037599464412778616,0.0023101994302123785,0.006843618721177336,0.37750538624823093
HealthTrust Workforce Solutions,Healthcare,Nurse,4,1.0,"Jul 20, 2022",They don’t care about employees,"Registered nurse, bsn",Current employee,,negative,neutral,negative,Large corporation through the US,Don’t have too much to say about this company. I guess i have a job here,Large corporation through the US Don’t have too much to say about this company. I guess i have a job here,0.005582055076956749,0.6203209161758423,0.00510314991697669,0.008041080087423325,0.019579879939556122,0.11921941488981247,0.018899573013186455,0.07872100919485092,0.06728394329547882,0.162176126614213,0.6330898425076157
HealthTrust Workforce Solutions,Healthcare,Nurse,4,4.0,"Feb 23, 2022",Work life,"Registered nurse, bsn","Former employee, more than 10 years",,positive,,positive,Hours are flexible and pay is fair.,Have to float to areas when not needed in specialty area.,Hours are flexible and pay is fair. Have to float to areas when not needed in specialty area.,0.7128878235816956,0.9207181930541992,0.9751942157745361,0.16325508058071136,0.06314317882061005,0.013593435287475586,0.0018077834974974394,0.0013502553338184953,0.014566825702786446,-0.017707114515360445,2.0654224790632725
HealthTrust Workforce Solutions,Healthcare,Nurse,1,1.0,"Jun 26, 2026","User-friendly app, but pay and hours are inconsistent",Registered nurse,Former employee,"San Jose, CA",,,,Great app very user friendly,Inconsistent hours and pay for months,Great app very user friendly Inconsistent hours and pay for months,4.381620965432376e-05,0.002717425115406513,0.023118004202842712,0.00035583917633630335,0.0020530931651592255,0.4338672459125519,0.117388516664505,0.9119197726249695,0.9861893653869629,1.2847386089124484,0.01457616875632084
HealthTrust Workforce Solutions,Healthcare,Nurse,1,4.0,"Mar 5, 2026",Good,Registered nurse,Current employee,"Las Vegas, NV",positive,,,Get to choose your own schedule,Onboarding takes a very long time,Get to choose your own schedule Onboarding takes a very long time,0.0593695268034935,0.7135365009307861,0.9747259020805359,0.3447965979576111,0.08629804849624634,0.5346639752388,0.030409466475248337,0.11516724526882172,0.028332078829407692,0.2618163535371423,1.5040240455418825
HealthTrust Workforce Solutions,Healthcare,Nurse,1,5.0,"Nov 13, 2025",Great company,Registered nurse,Current employee,"Las Vegas, NV",,,,"Easy booking, quick response, quick process.",You are the first to get canceled over staff.,"Easy booking, quick response, quick process. You are the first to get canceled over staff.",0.3619481921195984,0.7294166088104248,0.05202106386423111,0.0371316559612751,0.0018724644323810935,0.39952903985977173,0.015092788264155388,0.11667294800281525,0.01745484210550785,0.26475972359185107,1.0547370268031955
HealthTrust Workforce Solutions,Healthcare,Nurse,1,4.0,"Sep 18, 2025",Great Full time RN position,Registered nurse,"Former employee, more than 3 years","Saint Petersburg, FL",positive,neutral,positive,Flexibility,Contract work so different hospitals everyday sometimes,Flexibility Contract work so different hospitals everyday sometimes,0.16200630366802216,0.07397692650556564,0.4101337492465973,0.013821829110383987,0.00363063532859087,0.07058151811361313,0.010091189295053482,0.3764634132385254,0.012079906649887562,0.23546567023731768,0.4109149007126689
HealthTrust Workforce Solutions,Healthcare,Nurse,1,4.0,"Aug 29, 2025",Local Travel,Registered nurse,"Former employee, more than 1 year","Nashville, TN",,,,Can accept contracts with facilities in my area or choose my own schedule.,I did not have any cons to working for HWS,Can accept contracts with facilities in my area or choose my own schedule. I did not have any cons to working for HWS,0.08098563551902771,0.8609753847122192,0.9641492366790771,0.17844508588314056,0.009591733105480671,0.003882811637595296,0.0016238115495070815,0.0005508605390787125,0.0020567032042890787,-0.07715974387247115,1.537623044103384
HealthTrust Workforce Solutions,Healthcare,Nurse,2,3.0,"Aug 6, 2025",RN,Registered nurse,"Former employee, more than 1 year","Miami, FL",,,,"Flexible scheduling, multiple job opportunities",Low wage increase every year,"Flexible scheduling, multiple job opportunities Low wage increase every year",0.08333568274974823,0.5613476634025574,0.783282458782196,0.01660929247736931,0.0004786330391652882,0.002748949220404029,2.504451731510926e-05,0.00016594679618719965,0.7595342397689819,0.373303940950791,1.0279476242139935
HealthTrust Workforce Solutions,Healthcare,Nurse,2,4.0,"Jul 24, 2025",Solid Travel Company for Long Term Assignment,Registered nurse,"Current employee, more than 1 year","Salt Lake City, UT",positive,neutral,positive,"High hourly rate, able to stay at this assignment for as long as they need me, not the usual year in other travel assignments d/t paying local taxes, Amazing unit","Sometimes hard to communicate, Have to do most of the work myself to ensure my contract gets extended, Have had to call the company several times to fix logistical issues","High hourly rate, able to stay at this assignment for as long as they need me, not the usual year in other travel assignments d/t paying local taxes, Amazing unit Sometimes hard to communicate, Have to do most of the work myself to ensure my contract gets extended, Have had to call the company several times to fix logistical issues",0.8186569809913635,0.9724525213241577,0.29612937569618225,0.5089901089668274,0.019852207973599434,0.5269880890846252,0.0006160843768157065,3.588572872104123e-05,0.022746659815311432,0.035895503187930444,2.116252526640892
HealthTrust Workforce Solutions,Healthcare,Nurse,2,4.0,"May 2, 2025",Good company,Registered nurse,"Current employee, more than 1 year","Charleston, SC",,,,Very easy scheduling process on an app.,strict rules with picking up shifts,Very easy scheduling process on an app. strict rules with picking up shifts,0.01805826649069786,0.021367527544498444,0.020296743139624596,0.007545206695795059,0.00048681042972020805,0.000339248072123155,0.0003173324803356081,3.7588313716696575e-05,0.00013703902368433774,-0.002833225340509671,0.05071850400418043
HealthTrust Workforce Solutions,Healthcare,Nurse,2,3.0,"Jan 29, 2025",Its okay,Registered nurse,Current employee,"Sunrise, FL",,,,Flexible but you get the worst of it,Canceled shifts and limited facilities affect pay,Flexible but you get the worst of it Canceled shifts and limited facilities affect pay,0.0002955297823064029,0.05881234630942345,0.0027882487047463655,0.004290524870157242,0.042301759123802185,0.0784580335021019,0.011288436129689217,0.13280263543128967,0.8340423107147217,0.5635209828615189,0.06364601165114436
HealthTrust Workforce Solutions,Healthcare,Nurse,2,3.0,"Dec 7, 2024",.,Registered nurse,Current employee,"Tampa, FL",,,,Flexible schedule and work life balance,Extremely unsafe ratios at every facility,Flexible schedule and work life balance Extremely unsafe ratios at every facility,0.002731465036049485,0.2209198921918869,0.06076284125447273,0.0002710199623834342,0.0004184738209005445,0.007245647255331278,0.004776120185852051,0.06459707766771317,9.306152787758037e-05,0.040922358795796754,0.25355317656794796
HealthTrust Workforce Solutions,Healthcare,Nurse,3,1.0,"Nov 27, 2024",Healthtrust RN,Registered nurse,"Current employee, more than 1 year","Kansas City, MO",negative,negative,positive,The pay was fine. Full benefits available,Unsafe assignments. 6:1 for most units,The pay was fine. Full benefits available Unsafe assignments. 6:1 for most units,0.023874646052718163,0.6806240677833557,0.5895698666572571,0.07115238159894943,0.023281892761588097,0.23112939298152924,0.041148196905851364,0.43886521458625793,0.027188656851649284,0.37162505788728595,1.046679271850735
HealthTrust Workforce Solutions,Healthcare,Nurse,3,4.0,"Sep 18, 2024",HT,Registered nurse,Current employee,"Ocala, FL",,,,"Good pay, lots of PRN shifts","Poor communication, extensive onboarding process","Good pay, lots of PRN shifts Poor communication, extensive onboarding process",0.00010002945782616735,0.3379741907119751,0.0002451454056426883,0.0059722973965108395,0.00040624497341923416,0.6353803277015686,0.044058557599782944,0.23992803692817688,0.0005611083470284939,0.47931182911997894,0.3426510085555492
HealthTrust Workforce Solutions,Healthcare,Nurse,3,1.0,"Aug 15, 2024",T,Registered nurse,"Current employee, more than 3 years","Houston, TX",negative,negative,negative,"No pros of working here, they de-value Nurses and you do not have a voice.",Everything thing here is cons,"No pros of working here, they de-value Nurses and you do not have a voice. Everything thing here is cons",0.0012797758681699634,0.40141183137893677,0.008788896724581718,0.0025341317523270845,0.09366202354431152,0.8970741033554077,0.22228550910949707,0.40272727608680725,0.8218879103660583,1.3521096057957038,0.4086667104566004
HealthTrust Workforce Solutions,Healthcare,Nurse,3,5.0,"Aug 1, 2024",Rn,Registered nurse,Current employee,"Kansas City, MO",,,,Great company to work for!,You won’t want to leave.,Great company to work for! You won’t want to leave.,0.9399685263633728,0.9887567758560181,0.6599698662757874,0.7170060276985168,0.0031222375109791756,0.00029854843160137534,0.0008969939663074911,5.5118576710810885e-05,0.0014631645753979683,-0.3543559259578615,2.561472624540329
HealthTrust Workforce Solutions,Healthcare,Nurse,3,5.0,"May 22, 2024",Love the flexibility,Registered nurse,Current employee,,,,,"Flexible schedule, no nights/weekends/holidays, no politics","The work can be inconsistent. Because it is prn, you are the first to be called off.","Flexible schedule, no nights/weekends/holidays, no politics The work can be inconsistent. Because it is prn, you are the first to be called off.",0.009433500468730927,0.5903124809265137,0.8590952754020691,0.04164201766252518,0.005428033880889416,0.02156325988471508,0.0024899861309677362,0.03475607559084892,0.0074152871966362,0.01760731404647231,1.0581667572259903
HealthTrust Workforce Solutions,Healthcare,Nurse,4,3.0,"Apr 17, 2024",Decent pay,Registered nurse,Current employee,"Fort Worth, TX",negative,negative,neutral,"Pay, flexible schedule, flexible facilities",Pay was cut with no warning by 6 dollars an hour. Expect to be cancelled from time to time.,"Pay, flexible schedule, flexible facilities Pay was cut with no warning by 6 dollars an hour. Expect to be cancelled from time to time.",0.030562158674001694,0.8699423670768738,0.762211799621582,0.010849833488464355,0.03341522440314293,0.722466230392456,0.007870951667428017,0.15832000970840454,0.9584227204322815,0.9471119334921241,1.2821072610095143
HealthTrust Workforce Solutions,Healthcare,Nurse,4,4.0,"Mar 14, 2024",n/a,Registered nurse,Current employee,,negative,neutral,neutral,make my own schedule at times,sometimes shifts would cancel me,make my own schedule at times sometimes shifts would cancel me,0.001495935139246285,0.09643425047397614,0.8783864378929138,0.30524489283561707,0.16545350849628448,0.2773865759372711,0.07983139902353287,0.5529076457023621,0.18603570759296417,0.5594640485942364,0.7656830904015806
HealthTrust Workforce Solutions,Healthcare,Nurse,4,5.0,"Mar 9, 2024",Love it,Registered nurse,Current employee,"Tampa, FL",,,,"Flexible, easy to book shifts",Getting cancelled at the last minute but they can reroute you,"Flexible, easy to book shifts Getting cancelled at the last minute but they can reroute you",0.6441947221755981,0.7230165004730225,0.6127039194107056,0.07685696333646774,0.015323971398174763,0.11537990719079971,0.0011604591272771358,0.0023196714464575052,0.0032148659229278564,0.034682178287766874,1.5701572243124247
HealthTrust Workforce Solutions,Healthcare,Nurse,4,2.0,"Mar 8, 2024",HCA internal agenct,Registered nurse,"Current employee, more than 3 years","Salt Lake City, UT",negative,negative,negative,They'll continue to renew your contract/block book for forever,They are the worst agency I have ever worked for. I've gone through 6 recruiters. I can't ever get a hold of anyone or ever get anything answered. No clear way to submit your paperwork or access your information. Onboarding took 2 months.,They'll continue to renew your contract/block book for forever They are the worst agency I have ever worked for. I've gone through 6 recruiters. I can't ever get a hold of anyone or ever get anything answered. No clear way to submit your paperwork or access your information. Onboarding took 2 months.,0.0008186083869077265,0.6624184250831604,0.008947985246777534,0.006779870949685574,0.09952256083488464,0.9171655774116516,0.5739290118217468,0.974264919757843,0.2954382300376892,1.7386153605766594,0.6725912772089941
HealthTrust Workforce Solutions,Healthcare,Nurse,4,2.0,"Mar 2, 2024",horrible,Registered nurse,Former employee,,negative,negative,negative,there are really none working for this company.,it’s hca can I say more?,there are really none working for this company. it’s hca can I say more?,0.005010648164898157,0.3061564266681671,0.21047595143318176,0.13636420667171478,0.03610303997993469,0.8590996861457825,0.2785211205482483,0.8414167761802673,0.2212776094675064,1.19831333309412,0.5174255435122177
HealthTrust Workforce Solutions,Healthcare,Nurse,5,3.0,"Dec 4, 2023","Good pay, HCA not a good company to work for",Registered nurse,"Current employee, more than 3 years","Bayonet Point, FL",negative,negative,,Great pay and work life balance,HCA does not care for their employees or patients like other facilities,Great pay and work life balance HCA does not care for their employees or patients like other facilities,0.003597106784582138,0.9811129570007324,0.9523402452468872,0.00043977072346024215,0.09150055050849915,0.8951249122619629,0.012199434451758862,0.06277105212211609,0.006863828282803297,0.5629848583048442,1.4603107377552078
HealthTrust Workforce Solutions,Healthcare,Nurse,5,2.0,"Dec 1, 2023",Not worth it,Registered nurse,"Current employee, less than 1 year","Saint Augustine, FL",negative,,,Pay is good and they offer certain benefits.,"No health insurance benefits for pardiem staff. Awful, awful flowing up. After they recruit you, your recruiter goes MIA. They take so so long to process you as a candidate. You will be contacted by like 5 different people before you are cleared to work and that can take up to a month. The North Florida division is the worst, with basically no options for hospitals and they cancel you a lot. So even though the pay is better you would end up with little shifts worked. It’s a hassle to work for this division of HCA.","Pay is good and they offer certain benefits. No health insurance benefits for pardiem staff. Awful, awful flowing up. After they recruit you, your recruiter goes MIA. They take so so long to process you as a candidate. You will be contacted by like 5 different people before you are cleared to work and that can take up to a month. The North Florida division is the worst, with basically no options for hospitals and they cancel you a lot. So even though the pay is better you would end up with little shifts worked. It’s a hassle to work for this division of HCA.",0.04962388798594475,0.7175503373146057,0.028612911701202393,0.09170082956552505,0.14321072399616241,0.8918499946594238,0.4990495443344116,0.9968934655189514,0.9673489928245544,1.9886533990502357,0.8378503313288093
HealthTrust Workforce Solutions,Healthcare,Nurse,5,4.0,"Oct 26, 2023",Good Place,Registered nurse,Current employee,"Colorado Springs, CO",,,,"Kind people, decent pay, therapy dogs that visit on occasion","Poor communication, lack of good management","Kind people, decent pay, therapy dogs that visit on occasion Poor communication, lack of good management",0.05760251358151436,0.7214099168777466,0.04220353439450264,0.00016034849977586418,0.0004632183990906924,0.961131751537323,5.4685278882971033e-05,0.0005630995146930218,0.0003976869920734316,0.4813681938503578,0.7858338306359656
HealthTrust Workforce Solutions,Healthcare,Nurse,5,4.0,"Jul 18, 2023",Pretty Good Job,Registered nurse,"Current employee, more than 1 year","Miami, FL",positive,,positive,Self scheduling. Pay higher than staff. A lot of hospitals to work at.,No guaranteed hours. Canceled quite a bit at 5:30-5:45.,Self scheduling. Pay higher than staff. A lot of hospitals to work at. No guaranteed hours. Canceled quite a bit at 5:30-5:45.,0.2328251600265503,0.5074074864387512,0.6810577511787415,0.48286792635917664,0.05622426047921181,0.23619696497917175,0.1511530876159668,0.696131706237793,0.9540268182754517,0.8950650645419955,1.3847061768174171
HealthTrust Workforce Solutions,Healthcare,Nurse,5,4.0,"May 4, 2023",Great place to work!,Registered nurse,"Former employee, more than 5 years","Saint Petersburg Beach, FL",positive,positive,positive,"Good pay, flexible scheduling, lots of hospitals to work at.",401 K and that's all. No other benefits.,"Good pay, flexible scheduling, lots of hospitals to work at. 401 K and that's all. No other benefits.",0.07340279966592789,0.866503894329071,0.8127509355545044,0.02390424907207489,0.00027552235405892134,6.69144865241833e-05,1.8548314983490855e-05,1.9207107470720075e-05,0.00014346140960697085,-0.011612142953708826,1.3458596486598253
HealthTrust Workforce Solutions,Healthcare,Nurse,6,5.0,"Mar 12, 2023","Great company, great work life balance",Registered nurse,Current employee,,,,,Work life balance is possible with this company!,Sometimes not consistent bonuses for shifts,Work life balance is possible with this company! Sometimes not consistent bonuses for shifts,0.8541163802146912,0.8574312925338745,0.9955235123634338,0.07434602826833725,0.013997829519212246,0.009326384402811527,0.00010483224468771368,0.004826064687222242,0.142969012260437,0.051990920925163664,2.0515398550778627
HealthTrust Workforce Solutions,Healthcare,Nurse,6,5.0,"Dec 6, 2022",Great agency,Registered nurse,Current employee,,positive,positive,positive,My pay is always correct and there's so much flexibility to manage your personal life,You get cancelled a couple hours before your shift starts,My pay is always correct and there's so much flexibility to manage your personal life You get cancelled a couple hours before your shift starts,0.6639445424079895,0.9673675894737244,0.9486808180809021,0.14121265709400177,0.00782636646181345,0.23229825496673584,0.00044490964501164854,9.47130101849325e-05,0.0014320710906758904,0.05262087547816918,2.045575898140669
HealthTrust Workforce Solutions,Healthcare,Nurse,6,2.0,"Dec 4, 2022",Registered Nurse Contract,Registered nurse,Current employee,,,,,Make you own schedule most of the time Better pay than staff nurse,"Incentives are inconsistent even though staffing hasn't changed, nor has it improved. Stessfull assignments, almost always tripled in ICU. Unorganized and pretty unethical company.","Make you own schedule most of the time Better pay than staff nurse Incentives are inconsistent even though staffing hasn't changed, nor has it improved. Stessfull assignments, almost always tripled in ICU. Unorganized and pretty unethical company.",0.00018519803415983915,0.1573077291250229,0.8305801153182983,0.024610692635178566,0.010969302617013454,0.8332608938217163,0.07220249623060226,0.49995100498199463,0.9536166787147522,1.2115384156350046,0.5911947047861759
HealthTrust Workforce Solutions,Healthcare,Nurse,6,5.0,"Nov 12, 2022",Registered Nurse,Registered nurse,Current employee,"Orlando, FL",,,,Flexible and working on personal time,Never knowing what unit you’re working on,Flexible and working on personal time Never knowing what unit you’re working on,0.004708267282694578,0.1610027402639389,0.9816514253616333,0.08072348684072495,0.010907191783189774,0.021304097026586533,0.0004702139412984252,0.28788474202156067,0.01565651036798954,0.13071153906639665,0.7159022685373202
HealthTrust Workforce Solutions,Healthcare,Nurse,6,4.0,"Sep 14, 2022",Average pay for working at a specialty department,Registered nurse,"Current employee, more than 1 year","Las Vegas, NV",positive,,neutral,Flexible hours that you can choose,Average pay and mandatory on-call,Flexible hours that you can choose Average pay and mandatory on-call,0.10924635827541351,0.8037814497947693,0.8081367015838623,0.04905962571501732,0.00779093848541379,0.02415762096643448,0.0012121724430471659,2.377006057940889e-05,0.7454898357391357,0.36736117683267366,1.3265792885795236
